iter	Logloss
200	0.2334113613
201	0.2333827821
202	0.2333411293
203	0.2332878029
204	0.2332490102
205	0.2332010085
206	0.2331380806
207	0.2330935931
208	0.2330415658
209	0.2329833312
210	0.232924601
211	0.232881659
212	0.2328419421
213	0.232806897
214	0.2327586013
215	0.232716603
216	0.2326541843
217	0.2325972319
218	0.2325315808
219	0.2324933568
220	0.2324618937
221	0.2324282422
222	0.2323626467
223	0.2323194947
224	0.2322771274
225	0.2322366851
226	0.2321908822
227	0.2321545034
228	0.2321257576
229	0.2320690068
230	0.2320246172
231	0.2319931382
232	0.2319557736
233	0.2319156343
234	0.2318573588
235	0.2317915394
236	0.2317262042
237	0.2316834223
238	0.2316193486
239	0.2315827377
240	0.2315228099
241	0.2314824219
242	0.2314523213
243	0.2314153768
244	0.2313760923
245	0.2313292672
246	0.2312891105
247	0.2312312322
248	0.2311773986
249	0.2311287845
250	0.2310759743
251	0.2310374597
252	0.2309815473
253	0.2309487126
254	0.2309080398
255	0.2308749518
256	0.2308340676
257	0.2307982496
258	0.230745881
259	0.2306911146
260	0.2306538533
261	0.230600791
262	0.2305532043
263	0.2305050016
264	0.2304394529
265	0.2303933322
266	0.230342066
267	0.2302985872
268	0.2302496009
269	0.2302009923
270	0.2301471676
271	0.2300941637
272	0.2300591815
273	0.2300279905
274	0.2299815938
275	0.2299322576
276	0.229889164
277	0.2298371863
278	0.229783851
279	0.2297384552
280	0.2296952424
281	0.2296492079
282	0.2296120684
283	0.2295614462
284	0.2295176426
285	0.2294879397
286	0.2294563271
287	0.2294245333
288	0.229389126
289	0.229343291
290	0.2293130273
291	0.2292570199
292	0.2292085111
293	0.2291559983
294	0.2291093711
295	0.229083715
296	0.2290370514
297	0.228990543
298	0.228950106
299	0.2289108336
300	0.2288649232
301	0.2288297834
302	0.2287953231
303	0.2287499455
304	0.2287070377
305	0.2286755468
306	0.2286438465
307	0.2285999206
308	0.2285538965
309	0.2285005117
310	0.2284727981
311	0.2284291296
312	0.2283926146
313	0.2283283339
314	0.228293789
315	0.2282580517
316	0.2282261337
317	0.2281970416
318	0.2281474809
319	0.228106102
320	0.2280554351
321	0.2280091729
322	0.2279772837
323	0.2279348454
324	0.2278923226
325	0.2278449831
326	0.2277888687
327	0.2277448299
328	0.2277163388
329	0.227671096
330	0.2276368877
331	0.227598563
332	0.2275564786
333	0.2275283162
334	0.2275027105
335	0.2274383101
336	0.2273814514
337	0.2273550805
338	0.2273127351
339	0.2272888592
340	0.227245406
341	0.2272139533
342	0.2271791085
343	0.2271512705
344	0.2271192739
345	0.2270836928
346	0.2270437101
347	0.2270049135
348	0.2269614642
349	0.2269083606
350	0.2268823004
351	0.22684869
352	0.2268053062
353	0.2267690539
354	0.2267181508
355	0.2266780645
356	0.2266449157
357	0.2266197791
358	0.226577206
359	0.2265339297
360	0.2265059557
361	0.2264711574
362	0.226440858
363	0.2263913795
364	0.2263490638
365	0.2262934755
366	0.2262547604
367	0.2262232045
368	0.226180204
369	0.2261530465
370	0.2261289725
371	0.2260722917
372	0.226033505
373	0.2259949777
374	0.2259496
375	0.225915012
376	0.2258827289
377	0.2258541679
378	0.2258097666
379	0.2257695034
380	0.2257297757
381	0.2256794095
382	0.2256474102
383	0.2256102715
384	0.2255762854
385	0.2255357283
386	0.2254987042
387	0.2254503985
388	0.2254054818
389	0.2253665344
390	0.2253376457
391	0.2252946136
392	0.2252541134
393	0.2252166056
394	0.2251850872
395	0.2251217103
396	0.2250793153
397	0.2250475624
398	0.2249939109
399	0.2249538344
400	0.224921378
401	0.22488446
402	0.224837847
403	0.2247922789
404	0.2247660829
405	0.2247289164
406	0.2246807085
407	0.2246465645
408	0.2246074164
409	0.2245721036
410	0.22454204
411	0.2244995592
412	0.224458582
413	0.2244276415
414	0.2243801116
415	0.224330658
416	0.2242830632
417	0.2242450318
418	0.2241990704
419	0.2241569165
420	0.2241129993
421	0.2240741106
422	0.2240458674
423	0.2240082136
424	0.2239742041
425	0.2239393531
426	0.2238936681
427	0.2238614454
428	0.2238164577
429	0.2237765026
430	0.2237358005
431	0.2236868206
432	0.2236549074
433	0.223630442
434	0.2235770717
435	0.2235368452
436	0.223506878
437	0.2234792607
438	0.2234306632
439	0.2233964509
440	0.2233605391
441	0.2233266729
442	0.2232888429
443	0.2232420521
444	0.2232127393
445	0.2231746187
446	0.2231457579
447	0.2231093866
448	0.2230662026
449	0.2230327913
450	0.2229881675
451	0.2229437411
452	0.2228948515
453	0.2228534747
454	0.2228096916
455	0.2227768886
456	0.2227400381
457	0.2226953051
458	0.2226626279
459	0.2226350116
460	0.2225944105
461	0.222558068
462	0.2225201844
463	0.2224792233
464	0.2224426117
465	0.222406577
466	0.2223630158
467	0.2223309917
468	0.2222866533
469	0.2222494574
470	0.2222144804
471	0.2221770003
472	0.2221379333
473	0.2221018016
474	0.2220730304
475	0.2220477769
476	0.2220106213
477	0.2219726666
478	0.2219328972
479	0.2218975543
480	0.2218651115
481	0.2218279463
482	0.2217984976
483	0.2217508748
484	0.2217163609
485	0.2216791178
486	0.221629279
487	0.2215970719
488	0.2215563865
489	0.2215264519
490	0.2214806932
491	0.2214435844
492	0.2213995363
493	0.221366654
494	0.2213384982
495	0.2213037796
496	0.2212737978
497	0.221241217
498	0.2211996968
499	0.2211661491
500	0.2211236512
501	0.2210958491
502	0.2210553248
503	0.2210237407
504	0.2209909064
505	0.2209498602
506	0.2209118709
507	0.220878365
508	0.220834032
509	0.2207958143
510	0.2207635054
511	0.2207361681
512	0.2207012187
513	0.2206671677
514	0.2206294186
515	0.2205937124
516	0.2205661375
517	0.2205294807
518	0.2204966593
519	0.220460018
520	0.2204321888
521	0.2203991594
522	0.2203561644
523	0.2203204671
524	0.2202803673
525	0.2202406586
526	0.2202030525
527	0.2201659419
528	0.220131119
529	0.2200968191
530	0.2200650474
531	0.2200328608
532	0.219995633
533	0.2199627754
534	0.2199383092
535	0.2199019553
536	0.2198672552
537	0.2198373158
538	0.2197915187
539	0.2197574105
540	0.2197210867
541	0.2196798728
542	0.2196383454
543	0.2196012587
544	0.2195738262
545	0.2195502041
546	0.2195232419
547	0.2195000954
548	0.21945204
549	0.2194177512
550	0.2193919089
551	0.2193579685
552	0.2193194021
553	0.2192879416
554	0.2192524208
555	0.2192285723
556	0.2191846904
557	0.219153155
558	0.2191124551
559	0.2190860184
560	0.2190495212
561	0.2190148975
562	0.21899238
563	0.218962535
564	0.2189311059
565	0.2188956261
566	0.2188554561
567	0.2188162754
568	0.2187717189
569	0.2187348184
570	0.2186994955
571	0.2186729336
572	0.2186459724
573	0.2186209662
574	0.2185887026
575	0.21856096
576	0.2185309242
577	0.2185074901
578	0.218477238
579	0.2184450369
580	0.2184193819
581	0.2183880628
582	0.218362038
583	0.2183144782
584	0.218271322
585	0.2182333732
586	0.2182089883
587	0.2181887464
588	0.2181653226
589	0.2181278574
590	0.2180925821
591	0.2180515433
592	0.218003942
593	0.2179669362
594	0.2179264657
595	0.2179007393
596	0.2178697256
597	0.2178280634
598	0.2177989523
599	0.2177584334
600	0.2177355421
601	0.217690529
602	0.2176643175
603	0.217625262
604	0.2176137211
605	0.2175910317
606	0.2175581297
607	0.2175313162
608	0.2174989149
609	0.2174648535
610	0.2174322387
611	0.2174014062
612	0.2173770247
613	0.2173526262
614	0.2173189285
615	0.2172866427
616	0.2172497654
617	0.2172036806
618	0.2171726537
619	0.2171469924
620	0.2171180213
621	0.2170846686
622	0.2170586144
623	0.2170275649
624	0.217008618
625	0.2169688004
626	0.2169368246
627	0.2168922378
628	0.2168591246
629	0.2168294076
630	0.2167883402
631	0.2167588934
632	0.2167352057
633	0.2166895304
634	0.2166577148
635	0.2166346527
636	0.2165921825
637	0.2165575275
638	0.216515861
639	0.2164848388
640	0.2164554706
641	0.2164139702
642	0.2163709914
643	0.2163398904
644	0.2163080799
645	0.2162789404
646	0.2162380881
647	0.2162026519
648	0.2161698489
649	0.2161422833
650	0.2161053131
651	0.2160829408
652	0.2160546583
653	0.216023878
654	0.2159908387
655	0.2159455184
656	0.2159028321
657	0.2158675888
658	0.2158441727
659	0.2158170218
660	0.2157797927
661	0.2157355245
662	0.2157098853
663	0.2156656751
664	0.2156434981
665	0.2156101169
666	0.2155734633
667	0.2155537331
668	0.215520055
669	0.2154813134
670	0.2154561863
671	0.2154253686
672	0.2153802338
673	0.2153431386
674	0.2153109411
675	0.215295409
676	0.2152515108
677	0.2152165492
678	0.2151813563
679	0.2151559961
680	0.2150939998
681	0.2150505392
682	0.2150165037
683	0.2149903522
684	0.2149719544
685	0.2149496786
686	0.2149134707
687	0.2148737675
688	0.2148546854
689	0.214831541
690	0.2147931953
691	0.2147593831
692	0.2147204813
693	0.2146832676
694	0.2146487036
695	0.2146108967
696	0.2145799238
697	0.2145442589
698	0.2145102019
699	0.2144688439
700	0.2144384983
701	0.2144072801
702	0.2143729568
703	0.2143412176
704	0.2143134406
705	0.2142806922
706	0.2142481076
707	0.2142132258
708	0.2141817145
709	0.2141557311
710	0.2141345266
711	0.2140927608
712	0.2140657158
713	0.2140247329
714	0.2139939401
715	0.2139465181
716	0.2139175695
717	0.2138708006
718	0.2138426737
719	0.2138123223
720	0.2137685435
721	0.2137279429
722	0.2137005781
723	0.2136758331
724	0.213639095
725	0.2136167826
726	0.2135872048
727	0.21355707
728	0.2135335427
729	0.2134962219
730	0.2134704035
731	0.2134415826
732	0.2134160997
733	0.2133902054
734	0.2133560291
735	0.2133121343
736	0.2132848256
737	0.2132501857
738	0.21322737
739	0.2131941122
740	0.213162491
741	0.2131283438
742	0.2130991591
743	0.2130529127
744	0.2130282744
745	0.2129923054
746	0.2129712666
747	0.2129400766
748	0.2129117962
749	0.2128750427
750	0.2128376731
751	0.2128090757
752	0.2127817372
753	0.2127499167
754	0.2127127204
755	0.2126763795
756	0.2126360295
757	0.2125878746
758	0.2125575102
759	0.2125242188
760	0.2124972605
761	0.2124631013
762	0.2124350775
763	0.2124102111
764	0.2123840606
765	0.212330843
766	0.2123025761
767	0.2122679389
768	0.21222926
769	0.2121984599
770	0.2121615322
771	0.2121313831
772	0.2120906788
773	0.2120473305
774	0.212017296
775	0.2119927839
776	0.2119632667
777	0.2119234857
778	0.2118825816
779	0.2118375811
780	0.2118043339
781	0.2117884896
782	0.2117633966
783	0.2117295623
784	0.2117011075
785	0.2116656992
786	0.211629932
787	0.2116021959
788	0.2115739077
789	0.211540734
790	0.2115108903
791	0.2114846726
792	0.2114514568
793	0.2114151423
794	0.211390653
795	0.2113560853
796	0.2113216155
797	0.2112761221
798	0.2112436305
799	0.2112071955
800	0.2111632456
801	0.2111275505
802	0.2111045733
803	0.2110786527
804	0.2110432559
805	0.2110194954
806	0.2109951379
807	0.2109606214
808	0.2109385446
809	0.2109043234
810	0.2108742062
811	0.2108580753
812	0.2108380972
813	0.2108062592
814	0.2107721605
815	0.2107427407
816	0.2107173162
817	0.210688794
818	0.2106639397
819	0.2106411602
820	0.2106185876
821	0.2105963807
822	0.210560242
823	0.2105201492
824	0.2104887017
825	0.2104523145
826	0.2104176909
827	0.2103957053
828	0.2103680659
829	0.2103574996
830	0.2103233688
831	0.2102955661
832	0.2102717511
833	0.2102414824
834	0.2102142481
835	0.2101762216
836	0.2101561536
837	0.2101335491
838	0.2100959694
839	0.2100668605
840	0.2100485022
841	0.2100164554
842	0.2099842048
843	0.2099461345
844	0.2099224856
845	0.2098877805
846	0.2098616826
847	0.2098336544
848	0.2098056669
849	0.2097851532
850	0.2097519434
851	0.2097290776
852	0.2097039474
853	0.2096740248
854	0.2096425724
855	0.209593642
856	0.2095778745
857	0.209551779
858	0.209528167
859	0.2094857945
860	0.2094512833
861	0.2094276521
862	0.2094049134
863	0.2093844725
864	0.2093571821
865	0.2093222777
866	0.2092806735
867	0.2092548209
868	0.2092202594
869	0.2091966169
870	0.2091611445
871	0.2091308745
872	0.2090946574
873	0.2090634478
874	0.2090393698
875	0.2090071378
876	0.2089838011
877	0.2089605428
878	0.2089223301
879	0.2089009665
880	0.2088663786
881	0.2088404765
882	0.2088150327
883	0.2087829784
884	0.2087650951
885	0.2087334361
886	0.2087110261
887	0.2086897912
888	0.2086628506
889	0.2086215733
890	0.2085901264
891	0.2085668897
892	0.2085396875
893	0.2085125853
894	0.2084846797
895	0.2084590121
896	0.2084082304
897	0.208377625
898	0.2083404681
899	0.2083136551
900	0.2082845792
901	0.2082622573
902	0.2082365952
903	0.208204191
904	0.2081862096
905	0.2081663831
906	0.2081386991
907	0.2081062275
908	0.2080681954
909	0.2080363146
910	0.208002534
911	0.207976307
912	0.2079501458
913	0.2079290685
914	0.2078967299
915	0.207865649
916	0.207837638
917	0.207809566
918	0.2077756673
919	0.2077435084
920	0.2077114135
921	0.2076734508
922	0.2076350939
923	0.2076141372
924	0.2075917808
925	0.2075678448
926	0.2075443987
927	0.2075263265
928	0.2075043211
929	0.207476645
930	0.2074580463
931	0.2074302072
932	0.207395056
933	0.2073707165
934	0.2073475972
935	0.2073265993
936	0.2072932221
937	0.2072752027
938	0.2072518355
939	0.2072266263
940	0.2071936369
941	0.2071742714
942	0.2071388155
943	0.2071011396
944	0.2070726551
945	0.2070528693
946	0.2070251796
947	0.2069948841
948	0.2069564399
949	0.2069272972
950	0.2068954921
951	0.2068728942
952	0.2068370386
953	0.2067927511
954	0.206763714
955	0.2067386382
956	0.20670996
957	0.2066777038
958	0.2066572721
959	0.2066367809
960	0.2066073635
961	0.2065677807
962	0.2065299606
963	0.2065129885
964	0.206492298
965	0.2064623651
966	0.206429628
967	0.2064071432
968	0.206379824
969	0.2063401978
970	0.2063067712
971	0.2062866321
972	0.2062649654
973	0.2062197396
974	0.2061890136
975	0.2061632743
976	0.2061393226
977	0.2061053455
978	0.206075385
979	0.2060535627
980	0.2060111185
981	0.2059855083
982	0.2059536354
983	0.2059243834
984	0.2059089239
985	0.2058808269
986	0.205844605
987	0.2058207467
988	0.2057897215
989	0.2057577364
990	0.2057323882
991	0.2057062133
992	0.2056858898
993	0.2056496026
994	0.2056166548
995	0.2055792304
996	0.2055444595
997	0.2055040059
998	0.2054775499
999	0.2054520841
